"image","height","width","boxes","relative_boxes","annotations","anno_type","relative_annotations","iou_score","max_iou_score","num_of_annotations","avg_score"
"[[[252 252 252]
  [252 252 252]
  [251 251 251]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[252 252 252]
  [252 252 252]
  [251 251 251]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[251 251 251]
  [252 252 252]
  [251 251 251]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[ 22  22  22]
  [ 22  22  22]
  [ 22  22  22]
  ...
  [  6   6   6]
  [  6   6   6]
  [  6   6   6]]

 [[ 22  22  22]
  [ 22  22  22]
  [ 21  21  21]
  ...
  [  6   6   6]
  [  6   6   6]
  [  6   6   6]]

 [[ 21  21  21]
  [ 21  21  21]
  [ 21  21  21]
  ...
  [  6   6   6]
  [  6   6   6]
  [  6   6   6]]]",768,1024,"[[0.32470703125, 44.702537536621094, 720.0256958007812, 758.8040771484375], [19.567188262939453, 25.719018936157227, 1024.0, 754.9147338867188]]","[[0.0003170967102050781, 0.05820642908414205, 0.7031500935554504, 0.9880261421203613], [0.01910858228802681, 0.03348830590645472, 1.0, 0.982961893081665]]","[[0.0, 23.679744, 709.76, 735.36]]","<class 'list'>","[[0.0, 0.030833, 0.693125, 0.9575]]","[[0.9646064997987376, 0.8252275544337009]]","[0.9646064997987376]",1,0.9646064997987376
"[[[189 189 189]
  [189 189 189]
  [189 189 189]
  ...
  [114 114 114]
  [113 113 113]
  [113 113 113]]

 [[189 189 189]
  [189 189 189]
  [189 189 189]
  ...
  [113 113 113]
  [113 113 113]
  [112 112 112]]

 [[189 189 189]
  [189 189 189]
  [189 189 189]
  ...
  [112 112 112]
  [111 111 111]
  [111 111 111]]

 ...

 [[169 169 169]
  [165 165 165]
  [161 161 161]
  ...
  [139 139 139]
  [139 139 139]
  [139 139 139]]

 [[161 161 161]
  [160 160 160]
  [161 161 161]
  ...
  [139 139 139]
  [139 139 139]
  [139 139 139]]

 [[150 150 150]
  [161 161 161]
  [155 155 155]
  ...
  [137 137 137]
  [136 136 136]
  [135 135 135]]]",681,1024,"[[0.0, 1.2384765148162842, 793.8087158203125, 680.2096557617188]]","[[0.0, 0.001818614559201592, 0.7752038240432739, 0.998839435773449]]","[[0.0, 0.0, 789.76, 680.359179]]","<class 'list'>","[[0.0, 0.0, 0.77125, 0.999059]]","[[0.996757714462189]]","[0.996757714462189]",1,0.996757714462189
"[[[235 235 235]
  [235 235 235]
  [235 235 235]
  ...
  [239 239 239]
  [239 239 239]
  [240 240 240]]

 [[235 235 235]
  [235 235 235]
  [235 235 235]
  ...
  [238 238 238]
  [239 239 239]
  [239 239 239]]

 [[236 236 236]
  [236 236 236]
  [236 236 236]
  ...
  [238 238 238]
  [238 238 238]
  [238 238 238]]

 ...

 [[104 104 104]
  [108 108 108]
  [113 113 113]
  ...
  [ 78  78  78]
  [ 79  79  79]
  [ 97  97  97]]

 [[110 110 110]
  [113 113 113]
  [115 115 115]
  ...
  [ 73  73  73]
  [ 76  76  76]
  [ 95  95  95]]

 [[117 117 117]
  [118 118 118]
  [117 117 117]
  ...
  [ 74  74  74]
  [ 79  79  79]
  [ 99  99  99]]]",683,1024,"[[91.5455322265625, 2.466479539871216, 831.2501831054688, 683.0]]","[[0.08939993381500244, 0.003611243835829013, 0.8117677569389343, 1.0]]","[[87.04, 10.891801, 823.04, 681.718692]]","<class 'list'>","[[0.085, 0.015947, 0.80375, 0.998124]]","[[0.9857590500356322]]","[0.9857590500356322]",1,0.9857590500356322
"[[[117 117 117]
  [118 118 118]
  [120 120 120]
  ...
  [ 75  75  75]
  [ 72  72  72]
  [ 70  70  70]]

 [[121 121 121]
  [121 121 121]
  [123 123 123]
  ...
  [ 74  74  74]
  [ 71  71  71]
  [ 69  69  69]]

 [[126 126 126]
  [126 126 126]
  [127 127 127]
  ...
  [ 73  73  73]
  [ 71  71  71]
  [ 69  69  69]]

 ...

 [[102 102 102]
  [ 87  87  87]
  [ 76  76  76]
  ...
  [104 104 104]
  [102 102 102]
  [107 107 107]]

 [[ 94  94  94]
  [ 82  82  82]
  [ 73  73  73]
  ...
  [107 107 107]
  [104 104 104]
  [110 110 110]]

 [[110 110 110]
  [100 100 100]
  [ 95  95  95]
  ...
  [109 109 109]
  [107 107 107]
  [112 112 112]]]",683,1024,"[[453.10711669921875, 167.09432983398438, 965.9447021484375, 591.4581909179688], [106.69892883300781, 107.8609390258789, 594.0675659179688, 612.1458129882812], [102.66609954833984, 154.89334106445312, 384.1172790527344, 612.5576171875]]","[[0.4424874186515808, 0.24464762786820551, 0.9433053731918335, 0.865970996951638], [0.10419817268848419, 0.1579223118973337, 0.5801441073417664, 0.8962603411248627], [0.10025986284017563, 0.2267838082934892, 0.3751145303249359, 0.8968632755307467]]","[[106.24, 106.99878, 974.72, 613.162567]]","<class 'list'>","[[0.10375, 0.15666, 0.951875, 0.8977489999999999]]","[[0.7562151008221121, 0.7973561840035531, 0.6586715739753215]]","[0.7973561840035531]",1,0.7973561840035531
"[[[ 95  95  95]
  [ 73  73  73]
  [ 57  57  57]
  ...
  [123 123 123]
  [127 127 127]
  [138 138 138]]

 [[ 85  85  85]
  [ 76  76  76]
  [ 73  73  73]
  ...
  [114 114 114]
  [110 110 110]
  [120 120 120]]

 [[ 89  89  89]
  [ 91  91  91]
  [ 96  96  96]
  ...
  [ 79  79  79]
  [ 65  65  65]
  [ 72  72  72]]

 ...

 [[151 151 151]
  [142 142 142]
  [121 121 121]
  ...
  [164 164 164]
  [155 155 155]
  [149 149 149]]

 [[173 173 173]
  [163 163 163]
  [130 130 130]
  ...
  [168 168 168]
  [161 161 161]
  [157 157 157]]

 [[168 168 168]
  [172 172 172]
  [151 151 151]
  ...
  [170 170 170]
  [168 168 168]
  [166 166 166]]]",685,1024,"[[83.7344741821289, 405.92303466796875, 416.1556091308594, 589.5970458984375], [431.2754821777344, 409.8870544433594, 865.6600341796875, 542.9703369140625]]","[[0.08177194744348526, 0.5925883717780566, 0.40640196204185486, 0.8607256144502737], [0.4211674630641937, 0.5983752619611086, 0.8453711271286011, 0.792657426151916]]","[[85.999616, 403.999985, 414.00012799999996, 585.99969]]","<class 'list'>","[[0.083984, 0.589781, 0.40429699999999996, 0.855474]]","[[0.9904278189025573, 0.5342126052823889]]","[0.9904278189025573]",1,0.9904278189025573
"[[[ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 ...

 [[ 5  5  5]
  [ 5  5  5]
  [ 6  6  6]
  ...
  [33 33 33]
  [30 30 30]
  [27 27 27]]

 [[ 5  5  5]
  [ 5  5  5]
  [ 6  6  6]
  ...
  [35 35 35]
  [33 33 33]
  [31 31 31]]

 [[ 5  5  5]
  [ 5  5  5]
  [ 6  6  6]
  ...
  [33 33 33]
  [37 37 37]
  [31 31 31]]]",681,1024,"[[64.53202819824219, 2.2752928733825684, 825.0245971679688, 676.3929443359375]]","[[0.06301955878734589, 0.003341105540943566, 0.8056880831718445, 0.9932348668662812]]","[[22.63552, 0.0, 1022.9217279999999, 679.9226580000001]]","<class 'list'>","[[0.022105, 0.0, 0.9989469999999999, 0.9984180000000001]]","[[0.8777814227922307]]","[0.8777814227922307]",1,0.8777814227922307
"[[[102 102 102]
  [101 101 101]
  [ 99  99  99]
  ...
  [ 80  80  80]
  [ 80  80  80]
  [ 80  80  80]]

 [[102 102 102]
  [101 101 101]
  [ 99  99  99]
  ...
  [ 78  78  78]
  [ 78  78  78]
  [ 78  78  78]]

 [[103 103 103]
  [102 102 102]
  [101 101 101]
  ...
  [ 76  76  76]
  [ 75  75  75]
  [ 75  75  75]]

 ...

 [[ 77  77  77]
  [ 81  81  81]
  [ 91  91  91]
  ...
  [100 100 100]
  [102 102 102]
  [ 97  97  97]]

 [[ 84  84  84]
  [ 86  86  86]
  [ 92  92  92]
  ...
  [ 98  98  98]
  [100 100 100]
  [ 94  94  94]]

 [[ 93  93  93]
  [ 91  91  91]
  [ 91  91  91]
  ...
  [ 96  96  96]
  [ 97  97  97]
  [ 92  92  92]]]",683,1024,"[[574.4029541015625, 136.6510772705078, 1024.0, 533.7161865234375], [146.6220245361328, 102.5386734008789, 641.5150756835938, 540.5123901367188], [367.00830078125, 92.76445007324219, 752.2080078125, 545.6895751953125], [0.7740234136581421, 47.301170349121094, 570.6307373046875, 536.0811767578125], [0.012500000186264515, 109.4489517211914, 464.56201171875, 513.9844970703125], [365.91455078125, 61.98310470581055, 920.6941528320312, 551.48193359375]]","[[0.5609403848648071, 0.2000747837049895, 1.0, 0.7814292628454429], [0.1431855708360672, 0.1501298292838637, 0.6264795660972595, 0.7913797805808473], [0.35840654373168945, 0.13581910698864155, 0.7345781326293945, 0.7989598465524341], [0.0007558822399005294, 0.06925500783180248, 0.5572565793991089, 0.7848919132618045], [1.220703143189894e-05, 0.16024736708812798, 0.4536738395690918, 0.7525395271893301], [0.35733842849731445, 0.09075125139942979, 0.8991153836250305, 0.8074406055545388]]","[[121.6, 15.377061999999999, 1023.36, 556.138897]]","<class 'list'>","[[0.11875, 0.022514, 0.999375, 0.8142590000000001]]","[[0.6748598435531952, 0.7224762224419676, 0.6792398904427625, 0.6909099794164701, 0.5972993657665857, 0.7854795047624412]]","[0.7854795047624412]",1,0.7854795047624412
"[[[117 117 117]
  [117 117 117]
  [117 117 117]
  ...
  [140 140 140]
  [140 140 140]
  [140 140 140]]

 [[117 117 117]
  [117 117 117]
  [117 117 117]
  ...
  [140 140 140]
  [140 140 140]
  [140 140 140]]

 [[117 117 117]
  [117 117 117]
  [117 117 117]
  ...
  [140 140 140]
  [140 140 140]
  [140 140 140]]

 ...

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]",768,1024,"[[0.0, 50.115623474121094, 1022.4635009765625, 759.5980224609375]]","[[0.0, 0.06525471806526184, 0.9984995126724243, 0.9890599250793457]]","[[0.0, 59.519999999999996, 1022.72, 767.360256]]","<class 'list'>","[[0.0, 0.0775, 0.99875, 0.999167]]","[[0.9883188080022114]]","[0.9883188080022114]",1,0.9883188080022114
"[[[ 96  96  96]
  [ 99  99  99]
  [102 102 102]
  ...
  [120 120 120]
  [120 120 120]
  [119 119 119]]

 [[ 99  99  99]
  [ 99  99  99]
  [ 99  99  99]
  ...
  [118 118 118]
  [118 118 118]
  [118 118 118]]

 [[101 101 101]
  [ 97  97  97]
  [ 94  94  94]
  ...
  [122 122 122]
  [122 122 122]
  [123 123 123]]

 ...

 [[140 140 140]
  [139 139 139]
  [139 139 139]
  ...
  [108 108 108]
  [108 108 108]
  [107 107 107]]

 [[134 134 134]
  [131 131 131]
  [130 130 130]
  ...
  [114 114 114]
  [112 112 112]
  [109 109 109]]

 [[123 123 123]
  [120 120 120]
  [117 117 117]
  ...
  [112 112 112]
  [102 102 102]
  [ 93  93  93]]]",680,1024,"[[0.5123046636581421, 199.3621063232422, 517.1676635742188, 670.27587890625]]","[[0.0005002975231036544, 0.29317956812241497, 0.505046546459198, 0.9856998219209558]]","[[0.0, 204.25636, 521.6, 669.75512]]","<class 'list'>","[[0.0, 0.300377, 0.509375, 0.9849340000000001]]","[[0.992125844842686]]","[0.992125844842686]",1,0.992125844842686
"[[[ 55  55  55]
  [ 55  55  55]
  [ 59  59  59]
  ...
  [111 111 111]
  [116 116 116]
  [118 118 118]]

 [[ 57  57  57]
  [ 56  56  56]
  [ 60  60  60]
  ...
  [111 111 111]
  [116 116 116]
  [117 117 117]]

 [[ 58  58  58]
  [ 58  58  58]
  [ 60  60  60]
  ...
  [111 111 111]
  [115 115 115]
  [117 117 117]]

 ...

 [[231 231 231]
  [233 233 233]
  [233 233 233]
  ...
  [242 242 242]
  [245 245 245]
  [251 251 251]]

 [[233 233 233]
  [233 233 233]
  [228 228 228]
  ...
  [243 243 243]
  [247 247 247]
  [249 249 249]]

 [[233 233 233]
  [233 233 233]
  [228 228 228]
  ...
  [243 243 243]
  [247 247 247]
  [249 249 249]]]",682,1024,"[[203.9548797607422, 26.751562118530273, 791.5642700195312, 554.1922607421875]]","[[0.1991746872663498, 0.03922516439667195, 0.7730119824409485, 0.8125986227891312]]","[[213.76, 20.472958000000002, 792.32, 551.48566]]","<class 'list'>","[[0.20875, 0.030019000000000004, 0.77375, 0.8086300000000001]]","[[0.9861396425033889]]","[0.9861396425033889]",1,0.9861396425033889
"[[[ 48  48  48]
  [ 61  61  61]
  [ 68  68  68]
  ...
  [113 113 113]
  [111 111 111]
  [110 110 110]]

 [[ 50  50  50]
  [ 59  59  59]
  [ 63  63  63]
  ...
  [113 113 113]
  [111 111 111]
  [109 109 109]]

 [[ 53  53  53]
  [ 56  56  56]
  [ 58  58  58]
  ...
  [113 113 113]
  [110 110 110]
  [109 109 109]]

 ...

 [[ 24  24  24]
  [ 23  23  23]
  [ 22  22  22]
  ...
  [ 21  21  21]
  [ 21  21  21]
  [ 22  22  22]]

 [[ 24  24  24]
  [ 23  23  23]
  [ 22  22  22]
  ...
  [ 21  21  21]
  [ 21  21  21]
  [ 22  22  22]]

 [[ 24  24  24]
  [ 23  23  23]
  [ 22  22  22]
  ...
  [ 21  21  21]
  [ 21  21  21]
  [ 22  22  22]]]",683,1024,"[[21.119726181030273, 1.3912353515625, 1009.4968872070312, 680.6970825195312]]","[[0.020624732598662376, 0.0020369478060944363, 0.9858368039131165, 0.996628232093018]]","[[0.0, 0.0, 931.84, 682.3593460000001], [0.0, 3.20327, 933.12, 680.437384]]","<class 'list'>","[[0.0, 0.0, 0.91, 0.9990620000000001], [0.0, 0.00469, 0.91125, 0.9962479999999999]]","[[0.9493785534458941], [0.9506218751828277]]","[0.9493785534458941, 0.9506218751828277]",2,0.9500002143143609
"[[[229 229 229]
  [210 210 210]
  [206 206 206]
  ...
  [193 193 193]
  [194 194 194]
  [195 195 195]]

 [[228 228 228]
  [209 209 209]
  [204 204 204]
  ...
  [195 195 195]
  [199 199 199]
  [204 204 204]]

 [[228 228 228]
  [208 208 208]
  [203 203 203]
  ...
  [186 186 186]
  [192 192 192]
  [199 199 199]]

 ...

 [[239 239 239]
  [129 129 129]
  [ 47  47  47]
  ...
  [ 14  14  14]
  [ 17  17  17]
  [155 155 155]]

 [[171 171 171]
  [ 89  89  89]
  [ 44  44  44]
  ...
  [ 28  28  28]
  [ 35  35  35]
  [175 175 175]]

 [[111 111 111]
  [ 57  57  57]
  [ 45  45  45]
  ...
  [ 62  62  62]
  [ 71  71  71]
  [212 212 212]]]",683,1024,"[[419.15155029296875, 182.5819549560547, 554.5704956054688, 373.9764709472656], [539.4359130859375, 176.967529296875, 618.0004272460938, 366.9103088378906], [1.1166503429412842, 242.89297485351562, 303.8482971191406, 527.7459106445312], [642.93505859375, 100.04814147949219, 792.65869140625, 355.27947998046875], [614.1363525390625, 65.008056640625, 1017.0069580078125, 272.21893310546875], [378.42333984375, 174.55624389648438, 437.6419982910156, 331.32684326171875], [982.1749267578125, 42.247657775878906, 1024.0, 366.24151611328125], [361.84716796875, 174.49484252929688, 430.60723876953125, 332.99578857421875], [416.42413330078125, 63.71660232543945, 1017.8015747070312, 273.5550842285156], [651.1019287109375, 64.5816421508789, 1017.5457153320312, 272.00311279296875]]","[[0.4093276858329773, 0.2673235065242382, 0.5415727496147156, 0.5475497378437271], [0.5267928838729858, 0.25910326397785505, 0.6035160422325134, 0.5372039660876876], [0.0010904788505285978, 0.3556266103272557, 0.29672685265541077, 0.7726880097284499], [0.627866268157959, 0.14648336966250686, 0.774080753326416, 0.5201749340856058], [0.5997425317764282, 0.09518017077690337, 0.9931708574295044, 0.39856359166247257], [0.3695540428161621, 0.2555728314736228, 0.42738476395606995, 0.48510518779168194], [0.9591552019119263, 0.061856014313146274, 1.0, 0.5362247673693723], [0.3533663749694824, 0.25548293196090316, 0.42051488161087036, 0.48754873876166727], [0.4066641926765442, 0.09328931526418661, 0.9939468502998352, 0.40051988906078423], [0.6358417272567749, 0.09455584502324876, 0.9936969876289368, 0.398247602917963]]","[[0.0, 242.189751, 293.76, 490.78604199999995]]","<class 'list'>","[[0.0, 0.354597, 0.286875, 0.7185739999999999]]","[[0.4851291606623227, 0.4026240650931373, 0.9530397393410713, 0.29985163125718045, 0.2513382017426604, 0.5136739025061227, 0.13341174377450873, 0.5255399721974937, 0.31641430325929276, 0.2387355576067964]]","[0.9530397393410713]",1,0.9530397393410713
"[[[69 69 69]
  [72 72 72]
  [76 76 76]
  ...
  [68 68 68]
  [69 69 69]
  [75 75 75]]

 [[73 73 73]
  [82 82 82]
  [89 89 89]
  ...
  [62 62 62]
  [65 65 65]
  [66 66 66]]

 [[68 68 68]
  [80 80 80]
  [87 87 87]
  ...
  [85 85 85]
  [91 91 91]
  [89 89 89]]

 ...

 [[77 77 77]
  [78 78 78]
  [81 81 81]
  ...
  [ 4  4  4]
  [ 5  5  5]
  [ 5  5  5]]

 [[81 81 81]
  [81 81 81]
  [82 82 82]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[78 78 78]
  [82 82 82]
  [84 84 84]
  ...
  [ 3  3  3]
  [ 2  2  2]
  [ 4  4  4]]]",681,1024,"[[627.5183715820312, 60.614967346191406, 814.5709228515625, 610.7594604492188], [225.73013305664062, 126.9798583984375, 582.5972900390625, 495.15057373046875]]","[[0.6128109097480774, 0.08900876262289487, 0.795479416847229, 0.8968567701163271], [0.2204395830631256, 0.18646087870548825, 0.568942666053772, 0.7270933534955488]]","[[232.32, 127.36743, 582.4, 489.628785], [624.0, 62.083365, 810.88, 581.153823]]","<class 'list'>","[[0.226875, 0.18703, 0.56875, 0.718985], [0.609375, 0.091165, 0.791875, 0.853383]]","[[0.5365640321649634, 0.9894801322756854], [0.9690450383033681, 0.5509970009090637]]","[0.9894801322756854, 0.9690450383033681]",2,0.9792625852895267
"[[[ 74  74  74]
  [ 60  60  60]
  [ 63  63  63]
  ...
  [234 234 234]
  [234 234 234]
  [234 234 234]]

 [[ 90  90  90]
  [ 70  70  70]
  [ 60  60  60]
  ...
  [233 233 233]
  [233 233 233]
  [234 234 234]]

 [[ 97  97  97]
  [ 77  77  77]
  [ 56  56  56]
  ...
  [232 232 232]
  [233 233 233]
  [234 234 234]]

 ...

 [[160 160 160]
  [151 151 151]
  [137 137 137]
  ...
  [150 150 150]
  [145 145 145]
  [142 142 142]]

 [[142 142 142]
  [133 133 133]
  [120 120 120]
  ...
  [147 147 147]
  [145 145 145]
  [146 146 146]]

 [[120 120 120]
  [111 111 111]
  [100 100 100]
  ...
  [145 145 145]
  [148 148 148]
  [152 152 152]]]",1024,1024,"[[3.858691453933716, 14.498339653015137, 1024.0, 1023.1767578125]]","[[0.0037682533729821444, 0.014158534817397594, 1.0, 0.9991960525512695]]","[[0.0, 0.0, 1023.284224, 1023.284224]]","<class 'list'>","[[0.0, 0.0, 0.999301, 0.999301]]","[[0.9906505440850456]]","[0.9906505440850456]",1,0.9906505440850456
"[[[ 23  23  23]
  [ 23  23  23]
  [ 23  23  23]
  ...
  [220 220 220]
  [226 226 226]
  [230 230 230]]

 [[ 28  28  28]
  [ 26  26  26]
  [ 24  24  24]
  ...
  [223 223 223]
  [226 226 226]
  [225 225 225]]

 [[ 31  31  31]
  [ 27  27  27]
  [ 24  24  24]
  ...
  [226 226 226]
  [227 227 227]
  [224 224 224]]

 ...

 [[131 131 131]
  [121 121 121]
  [111 111 111]
  ...
  [131 131 131]
  [132 132 132]
  [137 137 137]]

 [[123 123 123]
  [120 120 120]
  [125 125 125]
  ...
  [131 131 131]
  [134 134 134]
  [139 139 139]]

 [[118 118 118]
  [139 139 139]
  [171 171 171]
  ...
  [131 131 131]
  [134 134 134]
  [141 141 141]]]",768,1024,"[[110.53092193603516, 116.25700378417969, 405.39788818359375, 676.9515380859375], [398.3319396972656, 148.9705047607422, 822.19873046875, 691.8994140625]]","[[0.10794035345315933, 0.15137630701065063, 0.39589637517929077, 0.8814473152160645], [0.38899603486061096, 0.1939720114072164, 0.8029284477233887, 0.9009106953938802]]","[[117.12, 110.720256, 399.36, 678.399744], [397.44, 126.72, 853.76, 699.519744]]","<class 'list'>","[[0.114375, 0.14416700000000002, 0.39, 0.883333], [0.388125, 0.165, 0.83375, 0.9108329999999999]]","[[0.9852957846998006, 0.5750012252264658], [0.5723432221237733, 0.9562869356884319]]","[0.9852957846998006, 0.9562869356884319]",2,0.9707913601941163
"[[[122 122 122]
  [133 133 133]
  [105 105 105]
  ...
  [110 110 110]
  [115 115 115]
  [127 127 127]]

 [[108 108 108]
  [124 124 124]
  [116 116 116]
  ...
  [113 113 113]
  [121 121 121]
  [137 137 137]]

 [[118 118 118]
  [134 134 134]
  [142 142 142]
  ...
  [117 117 117]
  [125 125 125]
  [140 140 140]]

 ...

 [[ 96  96  96]
  [ 97  97  97]
  [ 95  95  95]
  ...
  [125 125 125]
  [128 128 128]
  [123 123 123]]

 [[ 80  80  80]
  [ 79  79  79]
  [ 72  72  72]
  ...
  [121 121 121]
  [129 129 129]
  [126 126 126]]

 [[105 105 105]
  [ 94  94  94]
  [ 73  73  73]
  ...
  [131 131 131]
  [140 140 140]
  [137 137 137]]]",768,1024,"[[251.91744995117188, 1.8615233898162842, 593.9166870117188, 709.1785888671875], [352.85003662109375, 5.036523342132568, 590.6066284179688, 711.1773681640625]]","[[0.24601313471794128, 0.0024238585804899535, 0.5799967646598816, 0.923409620920817], [0.34458011388778687, 0.006557973101735115, 0.5767642855644226, 0.9260121981302897]]","[[246.4, 4.479744, 588.8, 714.24], [252.16, 5.76, 588.8, 709.119744]]","<class 'list'>","[[0.240625, 0.0058330000000000005, 0.575, 0.93], [0.24625, 0.0075, 0.575, 0.923333]]","[[0.9871186628537387, 0.9186244707359078], [0.993404861512404, 0.9231541919681702]]","[0.9871186628537387, 0.993404861512404]",2,0.9902617621830714
"[[[13 13 13]
  [14 14 14]
  [11 11 11]
  ...
  [ 7  7  7]
  [ 5  5  5]
  [ 4  4  4]]

 [[22 22 22]
  [22 22 22]
  [19 19 19]
  ...
  [ 7  7  7]
  [ 6  6  6]
  [ 5  5  5]]

 [[75 75 75]
  [37 37 37]
  [13 13 13]
  ...
  [ 8  8  8]
  [ 6  6  6]
  [ 6  6  6]]

 ...

 [[ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]
  ...
  [ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]]

 [[ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]
  ...
  [ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]]

 [[ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]
  ...
  [ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]]]",680,1024,"[[11.992480278015137, 82.1944351196289, 1023.6412353515625, 667.9656372070312]]","[[0.011711406521499157, 0.12087416929357192, 0.9996496438980103, 0.9823024076573988]]","[[0.0, 50.583839999999995, 1023.36, 679.35944]]","<class 'list'>","[[0.0, 0.074388, 0.999375, 0.9990579999999999]]","[[0.961348723535635]]","[0.961348723535635]",1,0.961348723535635
"[[[130 130 130]
  [130 130 130]
  [130 130 130]
  ...
  [164 164 164]
  [165 165 165]
  [166 166 166]]

 [[130 130 130]
  [130 130 130]
  [130 130 130]
  ...
  [164 164 164]
  [165 165 165]
  [166 166 166]]

 [[129 129 129]
  [129 129 129]
  [129 129 129]
  ...
  [165 165 165]
  [166 166 166]
  [167 167 167]]

 ...

 [[212 212 212]
  [213 213 213]
  [215 215 215]
  ...
  [ 93  93  93]
  [ 93  93  93]
  [ 92  92  92]]

 [[214 214 214]
  [215 215 215]
  [216 216 216]
  ...
  [ 90  90  90]
  [ 91  91  91]
  [ 92  92  92]]

 [[215 215 215]
  [216 216 216]
  [217 217 217]
  ...
  [ 87  87  87]
  [ 89  89  89]
  [ 92  92  92]]]",680,1024,"[[214.9005889892578, 32.769432067871094, 1023.9310302734375, 671.0011596679688]]","[[0.20986385643482208, 0.048190341276281023, 0.9999326467514038, 0.9867664112764246]]","[[209.35065600000001, 35.250519999999995, 1022.8623359999999, 678.8630400000001]]","<class 'list'>","[[0.20444400000000001, 0.05183899999999999, 0.9988889999999999, 0.9983280000000001]]","[[0.9886376340735734]]","[0.9886376340735734]",1,0.9886376340735734
"[[[103 103 103]
  [103 103 103]
  [103 103 103]
  ...
  [161 161 161]
  [162 162 162]
  [163 163 163]]

 [[102 102 102]
  [102 102 102]
  [102 102 102]
  ...
  [161 161 161]
  [161 161 161]
  [162 162 162]]

 [[100 100 100]
  [100 100 100]
  [100 100 100]
  ...
  [160 160 160]
  [160 160 160]
  [160 160 160]]

 ...

 [[120 120 120]
  [106 106 106]
  [106 106 106]
  ...
  [146 146 146]
  [145 145 145]
  [153 153 153]]

 [[135 135 135]
  [138 138 138]
  [132 132 132]
  ...
  [148 148 148]
  [147 147 147]
  [144 144 144]]

 [[148 148 148]
  [150 150 150]
  [144 144 144]
  ...
  [139 139 139]
  [137 137 137]
  [135 135 135]]]",682,1024,"[[241.0589141845703, 35.6070556640625, 1024.0, 682.0]]","[[0.23540909588336945, 0.05220975903821481, 1.0, 1.0]]","[[270.020608, 25.951463999999998, 1022.961664, 680.9619960000001]]","<class 'list'>","[[0.263692, 0.038051999999999996, 0.998986, 0.9984780000000002]]","[[0.9756549835544941]]","[0.9756549835544941]",1,0.9756549835544941
"[[[207 207 207]
  [207 207 207]
  [208 208 208]
  ...
  [179 179 179]
  [184 184 184]
  [188 188 188]]

 [[207 207 207]
  [208 208 208]
  [208 208 208]
  ...
  [174 174 174]
  [179 179 179]
  [183 183 183]]

 [[208 208 208]
  [208 208 208]
  [209 209 209]
  ...
  [168 168 168]
  [173 173 173]
  [176 176 176]]

 ...

 [[238 238 238]
  [238 238 238]
  [239 239 239]
  ...
  [215 215 215]
  [221 221 221]
  [226 226 226]]

 [[236 236 236]
  [237 237 237]
  [238 238 238]
  ...
  [218 218 218]
  [222 222 222]
  [227 227 227]]

 [[235 235 235]
  [235 235 235]
  [236 236 236]
  ...
  [213 213 213]
  [217 217 217]
  [220 220 220]]]",1024,685,"[[216.3037109375, 16.834667205810547, 682.4602661132812, 1024.0]]","[[0.3157718407846715, 0.016440104693174362, 0.9962923592894617, 1.0]]","[[218.09989000000002, 129.28, 684.36021, 987.52]]","<class 'list'>","[[0.318394, 0.12625, 0.9990660000000001, 0.964375]]","[[0.9238209939165709]]","[0.9238209939165709]",1,0.9238209939165709
