image,height,width,boxes,relative_boxes,annotations,anno_type,relative_annotations,iou_score,max_iou_score,num_of_annotations,avg_score
"[[[ 91 131 166]
  [ 91 131 166]
  [ 91 131 166]
  ...
  [ 89 143 174]
  [ 90 144 175]
  [ 90 144 175]]

 [[ 93 133 168]
  [ 93 133 168]
  [ 93 133 168]
  ...
  [ 89 143 174]
  [ 89 143 174]
  [ 89 143 174]]

 [[ 95 135 170]
  [ 95 135 170]
  [ 96 136 171]
  ...
  [ 88 142 172]
  [ 88 142 172]
  [ 87 141 171]]

 ...

 [[  5  23  70]
  [  5  22  71]
  [  5  22  73]
  ...
  [ 42  91 107]
  [ 39  90 106]
  [ 38  89 105]]

 [[  0  20  65]
  [  1  22  67]
  [  4  24  72]
  ...
  [ 32  80  98]
  [ 29  79  97]
  [ 29  79  97]]

 [[  0  20  62]
  [  0  23  68]
  [  9  29  76]
  ...
  [ 25  72  93]
  [ 22  72  92]
  [ 22  72  92]]]",768,1024,"[[1.8795897960662842, 329.6649475097656, 962.2576904296875, 760.2496337890625], [560.9346923828125, 203.2840576171875, 792.8311767578125, 454.31787109375], [560.255859375, 202.7432861328125, 793.5715942382812, 452.84814453125], [561.4889526367188, 201.90310668945312, 794.5457763671875, 452.57208251953125]]","[[0.0018355369102209806, 0.429251233736674, 0.9397047758102417, 0.9899083773295084], [0.5477877855300903, 0.2646927833557129, 0.7742491960525513, 0.5915597279866537], [0.5471248626708984, 0.2639886538187663, 0.7749722599983215, 0.5896460215250651], [0.5483290553092957, 0.2628946701685588, 0.7759236097335815, 0.5892865657806396]]","[[573.44, 199.68, 787.84, 439.040256]]",<class 'list'>,"[[0.56, 0.26, 0.769375, 0.571667]]","[[0.4278702212413038, 0.9679095850249017, 0.9687262918293342, 0.9699862069372599]]",[0.9699862069372599],1,0.9699862069372599
"[[[189 227 239]
  [191 226 239]
  [193 227 240]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[190 225 238]
  [194 228 241]
  [197 231 244]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[193 229 239]
  [194 229 239]
  [191 225 238]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[154 154 154]
  [150 150 150]
  [154 154 154]
  ...
  [252 251 255]
  [251 250 254]
  [249 248 252]]

 [[154 154 154]
  [151 151 151]
  [154 154 154]
  ...
  [252 251 255]
  [251 250 254]
  [248 247 251]]

 [[153 153 153]
  [152 152 152]
  [154 154 154]
  ...
  [249 248 252]
  [250 249 253]
  [248 247 251]]]",768,1024,"[[246.41162109375, 195.2278289794922, 1019.578125, 743.857421875]]","[[0.24063634872436523, 0.2542029023170471, 0.9956817626953125, 0.9685643513997396]]","[[260.48, 197.12025600000004, 958.08, 766.719744]]",<class 'list'>,"[[0.254375, 0.25666700000000003, 0.935625, 0.998333]]",[[0.9409240546779924]],[0.9409240546779924],1,0.9409240546779924
"[[[142 188 205]
  [143 189 206]
  [146 190 207]
  ...
  [ 95 137 156]
  [ 99 141 160]
  [101 143 162]]

 [[143 189 206]
  [143 189 206]
  [146 190 207]
  ...
  [ 99 139 158]
  [104 142 160]
  [105 143 161]]

 [[144 190 207]
  [144 190 207]
  [146 190 207]
  ...
  [103 141 159]
  [107 143 161]
  [107 143 161]]

 ...

 [[195 229 229]
  [197 228 229]
  [197 228 225]
  ...
  [128 172 185]
  [134 177 192]
  [132 175 190]]

 [[194 228 228]
  [198 229 230]
  [199 230 227]
  ...
  [127 172 185]
  [128 171 186]
  [126 169 184]]

 [[195 229 229]
  [198 229 230]
  [200 232 231]
  ...
  [123 171 183]
  [124 169 183]
  [129 172 187]]]",683,1024,"[[300.55474853515625, 200.7524871826172, 792.7495727539062, 529.0377197265625]]","[[0.2935104966163635, 0.29392750685595487, 0.7741695046424866, 0.7745793846655381]]","[[283.52, 174.914934, 814.72, 510.64836500000007]]",<class 'list'>,"[[0.276875, 0.256098, 0.795625, 0.7476550000000001]]",[[0.9337604388269262]],[0.9337604388269262],1,0.9337604388269262
"[[[216 220 208]
  [216 220 208]
  [216 220 208]
  ...
  [197 204 189]
  [197 204 189]
  [197 204 189]]

 [[216 220 208]
  [216 220 208]
  [216 220 208]
  ...
  [197 204 189]
  [197 204 189]
  [197 204 189]]

 [[216 220 208]
  [216 220 208]
  [216 220 208]
  ...
  [197 204 189]
  [197 204 189]
  [197 204 189]]

 ...

 [[215 217 205]
  [215 217 205]
  [215 217 205]
  ...
  [213 219 200]
  [213 219 200]
  [213 219 200]]

 [[215 217 205]
  [215 217 205]
  [215 217 205]
  ...
  [213 219 200]
  [213 219 200]
  [213 219 200]]

 [[215 217 205]
  [215 217 205]
  [215 217 205]
  ...
  [213 219 200]
  [213 219 200]
  [213 219 200]]]",768,1024,"[[315.1102294921875, 165.1630401611328, 741.4825439453125, 634.4737548828125], [282.3352966308594, 521.3245239257812, 482.6279296875, 570.4338989257812], [282.0450134277344, 519.2555541992188, 483.666259765625, 596.9510498046875]]","[[0.30772483348846436, 0.215056041876475, 0.7241040468215942, 0.8261377016703287], [0.2757180631160736, 0.6788079738616943, 0.4713163375854492, 0.742752472559611], [0.27543458342552185, 0.676114002863566, 0.47233033180236816, 0.7772800127665201]]","[[291.2, 166.400256, 743.68, 632.319744]]",<class 'list'>,"[[0.284375, 0.21666700000000003, 0.72625, 0.823333]]","[[0.9796727548443529, 0.5429648894707529, 0.5622869272428657]]",[0.9796727548443529],1,0.9796727548443529
"[[[101 115 121]
  [ 99 111 121]
  [ 96 109 123]
  ...
  [ 65  67  75]
  [ 62  61  70]
  [ 62  59  68]]

 [[100 107 126]
  [107 114 133]
  [109 119 137]
  ...
  [ 64  68  69]
  [ 64  66  66]
  [ 64  64  64]]

 [[ 96 107 127]
  [109 120 140]
  [116 129 145]
  ...
  [ 66  68  69]
  [ 66  68  69]
  [ 66  65  67]]

 ...

 [[ 66  84 101]
  [ 66  85 100]
  [ 60  86  92]
  ...
  [ 87  91  85]
  [ 83  88  79]
  [ 87  90  81]]

 [[ 58  87  96]
  [ 60  89  98]
  [ 60  89  94]
  ...
  [ 73  82  85]
  [ 72  79  82]
  [ 76  83  86]]

 [[ 64  81 102]
  [ 69  83 105]
  [ 68  82 105]
  ...
  [ 73  78  79]
  [ 73  78  76]
  [ 76  81  79]]]",768,1024,"[[555.5245361328125, 429.6744079589844, 717.5701293945312, 570.6527099609375], [0.0, 79.8917465209961, 466.02020263671875, 655.795166015625]]","[[0.5425044298171997, 0.5594718853632609, 0.7007520794868469, 0.7430373827616373], [0.0, 0.10402571161588033, 0.45509785413742065, 0.8538999557495117]]","[[510.72, 262.400256, 736.64, 576.0]]",<class 'list'>,"[[0.49875, 0.341667, 0.719375, 0.75]]","[[0.7974548571028357, 0.4615005130884136]]",[0.7974548571028357],1,0.7974548571028357
"[[[5 3 2]
  [3 4 2]
  [4 5 3]
  ...
  [0 0 0]
  [0 1 1]
  [0 1 1]]

 [[3 4 2]
  [4 4 4]
  [5 5 5]
  ...
  [1 1 1]
  [0 1 1]
  [0 1 1]]

 [[3 3 3]
  [2 4 4]
  [3 5 6]
  ...
  [1 1 1]
  [1 1 1]
  [0 1 1]]

 ...

 [[0 3 1]
  [0 3 1]
  [1 3 3]
  ...
  [1 1 1]
  [0 0 0]
  [0 0 0]]

 [[1 2 0]
  [1 2 0]
  [0 2 2]
  ...
  [1 1 1]
  [0 0 0]
  [1 1 1]]

 [[1 2 0]
  [1 2 0]
  [1 1 1]
  ...
  [1 1 1]
  [0 0 0]
  [0 0 0]]]",751,1024,"[[10.74072265625, 9.520800590515137, 1015.7203979492188, 743.4044799804688], [453.1343688964844, 89.91606140136719, 907.9353637695312, 490.8235778808594]]","[[0.01048898696899414, 0.012677497457410302, 0.9919144511222839, 0.9898861251404377], [0.442514032125473, 0.11972844394323194, 0.8866556286811829, 0.6535600238093999]]","[[29.012991999999997, 80.220318, 916.48, 747.5867049999999]]",<class 'list'>,"[[0.028332999999999997, 0.10681800000000001, 0.895, 0.9954549999999999]]","[[0.89485323128505, 0.6283073050964098]]",[0.89485323128505],1,0.89485323128505
"[[[ 48  53  52]
  [ 62  67  66]
  [ 64  69  68]
  ...
  [ 78  87  84]
  [ 72  81  78]
  [ 62  71  68]]

 [[ 61  66  65]
  [ 75  80  79]
  [ 77  82  81]
  ...
  [ 89  98  95]
  [ 84  93  90]
  [ 74  83  80]]

 [[ 65  70  69]
  [ 78  83  82]
  [ 80  85  84]
  ...
  [ 90  99  96]
  [ 85  94  91]
  [ 77  86  83]]

 ...

 [[190 185 182]
  [231 226 223]
  [231 226 223]
  ...
  [145 144 140]
  [149 148 144]
  [118 117 113]]

 [[188 183 180]
  [229 224 221]
  [229 224 221]
  ...
  [138 137 133]
  [142 141 137]
  [111 110 106]]

 [[145 140 137]
  [186 181 178]
  [186 181 178]
  ...
  [115 114 110]
  [119 118 114]
  [ 88  87  83]]]",768,982,"[[73.64667510986328, 360.1357421875, 533.3336791992188, 645.2811279296875], [321.71966552734375, 508.7594909667969, 606.682861328125, 621.9942016601562]]","[[0.07499661416483022, 0.46892674763997394, 0.5431096529523612, 0.8402098019917806], [0.32761676733945394, 0.6624472538630167, 0.6178033211080702, 0.8098882834116617]]","[[0.0, 361.599744, 530.984094, 639.999744]]",<class 'list'>,"[[0.0, 0.470833, 0.540717, 0.833333]]","[[0.9440586023816434, 0.6362729773024594]]",[0.9440586023816434],1,0.9440586023816434
"[[[ 52  89 127]
  [ 61  97 137]
  [ 63 100 138]
  ...
  [ 39  71 120]
  [ 42  76 129]
  [ 43  77 131]]

 [[ 59  96 134]
  [ 70 107 145]
  [ 68 106 141]
  ...
  [ 42  72 119]
  [ 43  75 128]
  [ 47  77 132]]

 [[ 59  96 134]
  [ 72 110 145]
  [ 70 106 142]
  ...
  [ 47  75 122]
  [ 43  74 125]
  [ 44  75 128]]

 ...

 [[ 51  64  72]
  [ 51  64  72]
  [ 53  66  74]
  ...
  [ 58  83  93]
  [ 55  79  91]
  [ 57  81  93]]

 [[ 61  74  82]
  [ 57  73  80]
  [ 55  70  79]
  ...
  [ 60  84  96]
  [ 58  82  94]
  [ 57  81  93]]

 [[ 56  75  80]
  [ 55  75  80]
  [ 77  97 102]
  ...
  [ 55  81  93]
  [ 55  81  93]
  [ 54  80  92]]]",768,1024,[],[],"[[188.8, 417.920256, 494.72, 520.3199999999999]]",<class 'list'>,"[[0.184375, 0.544167, 0.483125, 0.6774999999999999]]",[[]],[0],1,0.0
"[[[246 240 229]
  [246 240 229]
  [246 240 229]
  ...
  [240 236 235]
  [241 237 236]
  [241 237 236]]

 [[246 240 229]
  [246 240 229]
  [246 240 229]
  ...
  [241 237 236]
  [241 237 236]
  [241 237 236]]

 [[246 240 229]
  [246 240 229]
  [246 240 229]
  ...
  [241 237 236]
  [241 237 236]
  [241 237 236]]

 ...

 [[ 26  41  87]
  [ 25  40  86]
  [ 25  40  86]
  ...
  [157 175 186]
  [156 174 185]
  [155 173 184]]

 [[ 26  41  87]
  [ 26  41  87]
  [ 25  40  86]
  ...
  [157 175 186]
  [156 173 186]
  [155 172 185]]

 [[ 28  41  87]
  [ 28  41  87]
  [ 27  40  86]
  ...
  [156 175 188]
  [156 173 186]
  [155 172 185]]]",1023,1024,"[[225.4275665283203, 208.27334594726562, 821.4617309570312, 1005.9937744140625]]","[[0.2201441079378128, 0.20359075850172592, 0.8022087216377258, 0.9833761235719086]]","[[108.8, 215.099049, 878.72, 1022.359602]]",<class 'list'>,"[[0.10625, 0.210263, 0.858125, 0.999374]]",[[0.8919901717649302]],[0.8919901717649302],1,0.8919901717649302
"[[[ 38 119 122]
  [ 33 118 120]
  [ 37 120 122]
  ...
  [ 80  94 122]
  [ 80  95 121]
  [ 83  98 124]]

 [[ 32 117 119]
  [ 35 116 119]
  [ 24 116 117]
  ...
  [ 84  98 126]
  [ 82  97 123]
  [ 83  98 124]]

 [[ 26 113 115]
  [ 28 115 117]
  [ 26 113 115]
  ...
  [ 86 101 127]
  [ 83  98 124]
  [ 83  98 124]]

 ...

 [[160 160 160]
  [159 159 159]
  [159 159 159]
  ...
  [ 52  54  64]
  [ 54  55  65]
  [ 52  53  63]]

 [[166 166 166]
  [163 163 163]
  [162 162 162]
  ...
  [ 54  56  67]
  [ 53  54  64]
  [ 53  54  64]]

 [[161 161 161]
  [160 160 160]
  [162 162 162]
  ...
  [ 56  58  69]
  [ 61  60  70]
  [ 60  59  69]]]",1024,978,"[[58.833717346191406, 201.48226928710938, 872.6405029296875, 760.3138427734375], [29.380664825439453, 202.10409545898438, 866.9581909179688, 1002.1433715820312]]","[[0.06015717520060471, 0.19676002860069275, 0.892270452893341, 0.7424939870834351], [0.03004157957611396, 0.19736728072166443, 0.8864603179120335, 0.9786556363105774]]","[[10.240637999999999, 204.8, 950.478102, 874.88]]",<class 'list'>,"[[0.010471, 0.2, 0.971859, 0.854375]]","[[0.8693298255729649, 0.8824118022088218]]",[0.8824118022088218],1,0.8824118022088218
"[[[ 68  91  69]
  [ 67  89  70]
  [ 66  88  70]
  ...
  [109 137 117]
  [109 137 117]
  [106 134 114]]

 [[ 71  93  74]
  [ 69  91  72]
  [ 71  93  74]
  ...
  [108 136 116]
  [109 137 117]
  [107 135 116]]

 [[ 75  99  75]
  [ 75  99  75]
  [ 75  98  76]
  ...
  [109 135 117]
  [109 135 117]
  [107 134 118]]

 ...

 [[113 138 154]
  [117 140 155]
  [112 138 152]
  ...
  [200 202 203]
  [235 231 226]
  [237 232 231]]

 [[103 129 145]
  [109 135 149]
  [107 133 147]
  ...
  [155 155 169]
  [213 214 212]
  [230 226 221]]

 [[ 99 125 141]
  [105 131 145]
  [101 127 141]
  ...
  [183 186 191]
  [201 200 204]
  [217 211 216]]]",683,1024,"[[380.42352294921875, 64.5689468383789, 950.4453125, 506.2879943847656]]","[[0.37150734663009644, 0.09453725745004232, 0.9281692504882812, 0.7412708556145909]]","[[345.6, 60.22694, 1023.36, 527.9473889999999]]",<class 'list'>,"[[0.3375, 0.08818, 0.999375, 0.7729829999999999]]",[[0.9155249024714657]],[0.9155249024714657],1,0.9155249024714657
"[[[134 143 152]
  [132 141 150]
  [132 138 149]
  ...
  [ 54  58  69]
  [ 56  62  75]
  [ 52  57  72]]

 [[135 142 151]
  [134 141 150]
  [130 137 146]
  ...
  [ 61  68  71]
  [ 57  64  67]
  [ 51  57  62]]

 [[127 132 141]
  [132 137 146]
  [130 136 143]
  ...
  [ 62  68  67]
  [ 62  67  68]
  [ 65  70  71]]

 ...

 [[ 93  98 101]
  [ 89  92  96]
  [ 93  95  96]
  ...
  [127 134 143]
  [128 132 143]
  [132 136 147]]

 [[ 82  87  88]
  [ 84  88  89]
  [ 93  95  96]
  ...
  [132 136 147]
  [127 131 142]
  [129 130 144]]

 [[ 78  84  83]
  [ 80  85  84]
  [ 94  96  96]
  ...
  [129 133 144]
  [126 129 143]
  [133 134 148]]]",768,1024,"[[1.751562476158142, 0.0, 1024.0, 763.2459106445312]]","[[0.0017105102306231856, 0.0, 1.0, 0.9938097794850668]]","[[27.52, 0.0, 810.24, 712.959744]]",<class 'list'>,"[[0.026875, 0.0, 0.79125, 0.928333]]",[[0.8539467755007911]],[0.8539467755007911],1,0.8539467755007911
"[[[254 254 254]
  [239 239 239]
  [255 255 255]
  ...
  [250 250 250]
  [243 243 243]
  [254 254 254]]

 [[234 234 234]
  [255 255 255]
  [225 225 225]
  ...
  [220 220 220]
  [255 255 255]
  [236 236 236]]

 [[255 255 255]
  [221 221 221]
  [ 10  10  10]
  ...
  [  7   7   7]
  [227 227 227]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [254 254 254]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[253 253 253]
  [248 248 248]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [249 249 249]
  [254 254 254]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",798,1024,"[[189.11270141601562, 75.9476089477539, 924.2703247070312, 623.8842163085938]]","[[0.18468037247657776, 0.09517244229041844, 0.9026077389717102, 0.7818097948729245]]","[[212.76672000000002, 113.722182, 584.8657919999999, 601.6592820000001]]",<class 'list'>,"[[0.20778000000000002, 0.142509, 0.5711579999999999, 0.753959]]",[[0.7582398483012232]],[0.7582398483012232],1,0.7582398483012232
"[[[ 48  50  51]
  [ 74  76  77]
  [ 67  69  70]
  ...
  [ 62  66  71]
  [ 70  74  79]
  [ 49  53  58]]

 [[ 69  71  72]
  [ 94  96  97]
  [ 87  89  90]
  ...
  [ 93  97 102]
  [100 104 109]
  [ 77  81  86]]

 [[ 73  75  76]
  [ 98 100 101]
  [ 91  93  94]
  ...
  [ 94  98 103]
  [101 105 110]
  [ 75  79  84]]

 ...

 [[111 111 111]
  [144 144 144]
  [144 144 144]
  ...
  [112 120 127]
  [107 115 122]
  [ 75  83  90]]

 [[108 108 108]
  [140 140 140]
  [140 140 140]
  ...
  [120 128 135]
  [116 124 131]
  [ 84  92  99]]

 [[ 65  65  65]
  [ 96  96  96]
  [ 95  95  95]
  ...
  [ 82  90  97]
  [ 78  86  93]
  [ 46  54  61]]]",684,1024,"[[4.152734279632568, 85.91133117675781, 1002.5109252929688, 668.2667236328125]]","[[0.00405540456995368, 0.12560136136952896, 0.9790145754814148, 0.9769981339661001]]","[[74.07616, 84.955536, 973.8895359999999, 675.286524]]",<class 'list'>,"[[0.07234, 0.124204, 0.9510639999999999, 0.9872609999999999]]",[[0.9456070218075358]],[0.9456070218075358],1,0.9456070218075358
"[[[ 55  71  83]
  [ 53  69  81]
  [ 52  68  80]
  ...
  [ 61  63  63]
  [ 61  63  63]
  [ 66  68  68]]

 [[ 52  68  80]
  [ 52  68  80]
  [ 52  68  80]
  ...
  [ 65  67  67]
  [ 68  70  70]
  [ 74  76  76]]

 [[ 50  66  78]
  [ 51  67  79]
  [ 53  69  81]
  ...
  [ 61  63  63]
  [ 66  68  68]
  [ 72  74  74]]

 ...

 [[107 130 138]
  [109 132 140]
  [115 135 146]
  ...
  [150 179 193]
  [149 176 190]
  [149 176 190]]

 [[113 136 144]
  [114 137 145]
  [117 137 148]
  ...
  [149 178 192]
  [149 176 190]
  [149 176 190]]

 [[122 145 153]
  [121 144 152]
  [121 141 152]
  ...
  [148 177 191]
  [149 176 190]
  [149 176 190]]]",680,1024,"[[323.5660705566406, 209.46713256835938, 604.4791259765625, 521.7691040039062], [320.01239013671875, 208.1443328857422, 607.3848876953125, 522.9403076171875]]","[[0.31598249077796936, 0.3080399008358226, 0.5903116464614868, 0.7673075058880974], [0.3125120997428894, 0.306094607184915, 0.5931493043899536, 0.7690298641429228]]","[[320.0, 218.34256, 648.32, 525.6876]]",<class 'list'>,"[[0.3125, 0.321092, 0.633125, 0.7730699999999999]]","[[0.9528493242266065, 0.9574324796429347]]",[0.9574324796429347],1,0.9574324796429347
"[[[ 85  72 104]
  [ 86  73 105]
  [ 86  72 106]
  ...
  [  9  11  22]
  [ 10  10  22]
  [ 10  10  22]]

 [[ 85  72 104]
  [ 86  73 105]
  [ 83  72 104]
  ...
  [  9  11  21]
  [  9   9  21]
  [  9   9  21]]

 [[ 84  74 104]
  [ 84  74 104]
  [ 84  73 105]
  ...
  [  9  12  20]
  [  8  10  20]
  [  7   9  19]]

 ...

 [[ 24  25  29]
  [ 24  25  29]
  [ 24  25  29]
  ...
  [  6   8   9]
  [  5   7   8]
  [  5   7   8]]

 [[ 24  26  27]
  [ 24  26  27]
  [ 24  26  27]
  ...
  [  6   8   9]
  [  5   7   8]
  [  5   7   8]]

 [[ 24  26  27]
  [ 24  26  27]
  [ 24  26  27]
  ...
  [  6   8   9]
  [  5   7   8]
  [  5   7   8]]]",768,1024,"[[46.15361404418945, 14.117846488952637, 1002.7223510742188, 756.3547973632812], [16.914844512939453, 23.51708984375, 953.8312377929688, 754.7958984375]]","[[0.04507188871502876, 0.018382612615823746, 0.9792210459709167, 0.9848369757334391], [0.016518402844667435, 0.03062121073404948, 0.931475818157196, 0.9828071594238281]]","[[131.2, 11.199744, 1022.4005119999999, 766.400256]]",<class 'list'>,"[[0.128125, 0.014583, 0.9984379999999999, 0.997917]]","[[0.9399191563125003, 0.8964039591260986]]",[0.9399191563125003],1,0.9399191563125003
"[[[183 188 186]
  [184 189 187]
  [193 197 192]
  ...
  [179 181 169]
  [179 181 169]
  [179 181 169]]

 [[187 193 188]
  [186 192 187]
  [187 191 186]
  ...
  [181 183 171]
  [181 183 171]
  [181 183 171]]

 [[186 193 186]
  [186 193 186]
  [185 189 183]
  ...
  [182 184 172]
  [182 184 172]
  [182 184 172]]

 ...

 [[ 44  94 160]
  [ 28  80 146]
  [ 45  95 161]
  ...
  [ 32  74 127]
  [ 26  68 121]
  [ 30  71 126]]

 [[ 47  99 166]
  [ 44  97 164]
  [ 49 101 168]
  ...
  [ 32  76 129]
  [ 26  70 123]
  [ 33  74 129]]

 [[ 40  93 160]
  [ 51 104 171]
  [ 47 100 167]
  ...
  [ 40  84 137]
  [ 34  78 131]
  [ 41  82 137]]]",1024,683,"[[64.2704086303711, 203.39724731445312, 586.9786987304688, 630.8218994140625]]","[[0.09410015904885959, 0.19863012433052063, 0.8594124432364111, 0.6160370111465454]]","[[43.000314, 190.999552, 627.000147, 679.999488]]",<class 'list'>,"[[0.062958, 0.186523, 0.918009, 0.664062]]",[[0.9128959385297819]],[0.9128959385297819],1,0.9128959385297819
"[[[ 47 148 163]
  [ 53 151 167]
  [ 55 151 167]
  ...
  [ 75 116 131]
  [ 75 117 130]
  [ 75 117 130]]

 [[ 50 149 163]
  [ 55 152 166]
  [ 54 149 164]
  ...
  [ 69 109 128]
  [ 72 112 130]
  [ 75 115 133]]

 [[ 58 154 167]
  [ 59 155 168]
  [ 57 151 164]
  ...
  [ 66 106 131]
  [ 70 110 135]
  [ 75 115 140]]

 ...

 [[ 14  36 124]
  [ 20  43 129]
  [ 27  47 134]
  ...
  [ 80 145 176]
  [ 83 147 178]
  [ 84 148 179]]

 [[ 15  33 124]
  [ 19  37 126]
  [ 22  40 129]
  ...
  [ 80 148 177]
  [ 80 146 175]
  [ 80 146 175]]

 [[ 12  27 119]
  [ 17  32 124]
  [ 20  35 127]
  ...
  [ 76 147 174]
  [ 77 143 172]
  [ 78 144 173]]]",674,1024,"[[406.2298889160156, 51.275291442871094, 1012.7399291992188, 656.0050048828125]]","[[0.3967088758945465, 0.07607610006360696, 0.9890038371086121, 0.9733011941881491]]","[[423.81516799999997, 58.58003600000001, 989.120512, 665.4435699999999]]",<class 'list'>,"[[0.41388199999999997, 0.086914, 0.965938, 0.9873049999999999]]",[[0.9622378258661164]],[0.9622378258661164],1,0.9622378258661164
"[[[155 162 165]
  [155 162 165]
  [155 162 165]
  ...
  [ 53  60  69]
  [ 51  56  65]
  [ 50  55  64]]

 [[155 162 165]
  [156 163 166]
  [155 162 165]
  ...
  [ 51  58  67]
  [ 54  59  68]
  [ 54  59  68]]

 [[154 163 166]
  [154 163 166]
  [154 163 166]
  ...
  [ 50  57  66]
  [ 54  59  68]
  [ 54  59  68]]

 ...

 [[ 56  90  90]
  [ 53  85  84]
  [ 54  83  80]
  ...
  [ 52  48  47]
  [ 50  48  47]
  [ 49  47  46]]

 [[ 56  92  92]
  [ 55  89  89]
  [ 55  86  85]
  ...
  [ 51  47  46]
  [ 49  47  46]
  [ 49  47  46]]

 [[ 56  94  96]
  [ 55  91  91]
  [ 57  89  88]
  ...
  [ 50  46  45]
  [ 50  46  45]
  [ 51  47  46]]]",731,1024,"[[273.37554931640625, 107.60107421875, 762.585693359375, 686.6589965820312]]","[[0.266968309879303, 0.14719709195451436, 0.7447125911712646, 0.939341992588278]]","[[35.84, 100.49641799999999, 888.32, 730.359644]]",<class 'list'>,"[[0.035, 0.137478, 0.8675, 0.999124]]",[[0.7763031052188939]],[0.7763031052188939],1,0.7763031052188939
"[[[228 222 223]
  [227 221 222]
  [230 224 225]
  ...
  [230 197 134]
  [230 196 130]
  [226 191 123]]

 [[225 220 221]
  [226 221 222]
  [227 222 223]
  ...
  [231 186 125]
  [231 188 125]
  [234 191 124]]

 [[227 222 223]
  [229 224 225]
  [227 222 223]
  ...
  [228 178 118]
  [232 188 125]
  [237 197 132]]

 ...

 [[ 36  22  16]
  [ 32  18  12]
  [ 31  17  11]
  ...
  [ 35  17  10]
  [ 45  27  16]
  [ 48  30  19]]

 [[ 35  23  17]
  [ 31  19  13]
  [ 29  17  11]
  ...
  [ 31  15   9]
  [ 43  24  16]
  [ 46  28  17]]

 [[ 37  25  19]
  [ 32  20  14]
  [ 28  16  10]
  ...
  [ 37  21  15]
  [ 50  31  24]
  [ 48  29  21]]]",768,1024,"[[0.6988281011581421, 79.7271957397461, 713.7677001953125, 540.0811157226562], [735.8968505859375, 225.13095092773438, 987.2726440429688, 364.9195251464844], [15.215039253234863, 134.0124969482422, 1023.8746337890625, 755.3802490234375], [738.5345458984375, 227.4497528076172, 984.4738159179688, 364.3023986816406]]","[[0.0006824493175372481, 0.10381145278612773, 0.6970387697219849, 0.703230619430542], [0.7186492681503296, 0.2931392590204875, 0.9641334414482117, 0.47515563170115155], [0.014858436770737171, 0.17449543873469034, 0.9998775720596313, 0.983568032582601], [0.7212251424789429, 0.2961585323015849, 0.9614002108573914, 0.47435208161671955]]","[[0.0, 89.600256, 759.467008, 621.226752]]",<class 'list'>,"[[0.0, 0.116667, 0.741667, 0.8088890000000001]]","[[0.9064638895895553, 0.37667631606141005, 0.7594859419094934, 0.37498821472916194]]",[0.9064638895895553],1,0.9064638895895553
"[[[ 34  40  61]
  [ 30  36  57]
  [ 30  36  57]
  ...
  [ 29  32  52]
  [ 28  31  51]
  [ 28  29  49]]

 [[ 31  37  58]
  [ 30  36  56]
  [ 31  37  58]
  ...
  [ 32  35  56]
  [ 28  32  51]
  [ 26  28  48]]

 [[ 30  36  57]
  [ 30  36  56]
  [ 31  37  58]
  ...
  [ 29  32  51]
  [ 27  30  49]
  [ 27  29  49]]

 ...

 [[ 93 154 155]
  [ 94 152 154]
  [ 97 156 157]
  ...
  [ 49  61  89]
  [ 47  56  84]
  [ 42  50  75]]

 [[ 90 152 153]
  [ 90 150 150]
  [ 94 152 154]
  ...
  [ 48  56  85]
  [ 49  55  84]
  [ 45  51  78]]

 [[ 87 148 149]
  [ 87 146 147]
  [ 90 147 149]
  ...
  [ 49  55  84]
  [ 50  54  84]
  [ 48  51  78]]]",675,1024,"[[185.5869140625, 73.38850402832031, 920.6346435546875, 430.1997985839844]]","[[0.18123722076416016, 0.10872370967158565, 0.8990572690963745, 0.6373330349392361]]","[[193.92, 76.13730000000001, 881.28, 433.79144999999994]]",<class 'list'>,"[[0.189375, 0.11279600000000002, 0.860625, 0.642654]]",[[0.9670233300321878]],[0.9670233300321878],1,0.9670233300321878
